Date,Open,High,Low,Close,Adj Close,Volume
2021-09-21,210.250000,211.759995,207.720001,208.509995,208.509995,7139000
2021-09-22,210.000000,217.990005,209.649994,216.979996,216.979996,10953000
2021-09-23,217.809998,222.619995,217.149994,221.100006,221.100006,9344600
2021-09-24,219.130005,222.410004,218.660004,221.389999,221.389999,6498200
2021-09-27,224.000000,228.600006,223.880005,224.160004,224.160004,9749200
2021-09-28,222.899994,224.580002,216.419998,218.410004,218.410004,9639800
2021-09-29,227.800003,229.940002,224.860001,225.360001,225.360001,16808000
2021-09-30,226.080002,226.149994,219.460007,219.940002,219.940002,10356200
2021-10-01,222.850006,226.720001,220.600006,226.000000,226.000000,9113600
2021-10-04,225.679993,227.970001,222.000000,223.789993,223.789993,6946100
2021-10-05,224.270004,226.449997,222.419998,224.419998,224.419998,5687300
2021-10-06,221.080002,225.070007,219.199997,224.990005,224.990005,7157600
2021-10-07,227.339996,229.000000,225.899994,226.479996,226.479996,7748500
2021-10-08,226.750000,228.710007,225.399994,226.389999,226.389999,4512400
2021-10-11,226.500000,232.100006,225.320007,226.449997,226.449997,7287000
2021-10-12,226.000000,228.660004,223.119995,223.570007,223.570007,8486800
2021-10-13,224.000000,224.300003,219.360001,221.779999,221.779999,8240200
2021-10-14,221.070007,222.179993,217.039993,217.440002,217.440002,10427300
2021-10-15,218.169998,219.610001,216.279999,217.039993,217.039993,8756200
2021-10-18,216.000000,217.279999,214.050003,216.979996,216.979996,6553500
2021-10-19,217.470001,217.660004,215.279999,215.970001,215.970001,5963400
2021-10-20,215.490005,218.660004,214.350006,216.169998,216.169998,8485200
2021-10-21,216.539993,218.110001,213.809998,214.339996,214.339996,8691500
2021-10-22,214.600006,216.720001,212.580002,212.970001,212.970001,7077600
2021-10-25,213.250000,213.979996,211.699997,212.869995,212.869995,7239100
2021-10-26,213.190002,214.850006,208.179993,209.809998,209.809998,11014500
2021-10-27,212.850006,212.899994,205.639999,206.610001,206.610001,14761700
2021-10-28,206.000000,208.740005,204.600006,207.850006,207.850006,8825500
2021-10-29,206.839996,208.240005,205.289993,207.029999,207.029999,8548300
2021-11-01,207.000000,214.690002,206.809998,214.580002,214.580002,9284900
2021-11-02,213.830002,215.720001,210.699997,212.770004,212.770004,6160200
2021-11-03,211.470001,213.759995,210.869995,213.380005,213.380005,4636100
2021-11-04,213.800003,214.820007,211.869995,213.029999,213.029999,5849600
2021-11-05,217.699997,224.580002,217.699997,224.460007,224.460007,16909300
2021-11-08,225.240005,226.990005,222.110001,222.679993,222.679993,9456100
2021-11-09,222.490005,222.850006,217.539993,220.789993,220.789993,6863700
2021-11-10,219.360001,225.679993,217.270004,218.500000,218.500000,8197600
2021-11-11,220.500000,222.649994,218.899994,219.380005,219.380005,6567300
2021-11-12,219.720001,223.750000,218.899994,220.960007,220.960007,6413500
2021-11-15,227.369995,233.940002,226.919998,233.089996,233.089996,21921900
2021-11-16,232.940002,232.949997,225.509995,225.800003,225.800003,10120200
2021-11-17,229.539993,231.320007,224.199997,226.619995,226.619995,10750900
2021-11-18,230.300003,231.500000,224.949997,227.250000,227.250000,10983700
2021-11-19,225.070007,225.330002,213.229996,214.130005,214.130005,20844100
2021-11-22,215.000000,215.020004,208.949997,209.899994,209.899994,10764300
2021-11-23,211.500000,212.990005,207.770004,209.130005,209.130005,8882800
2021-11-24,207.520004,211.220001,206.869995,210.600006,210.600006,5437600
2021-11-26,197.570007,199.419998,194.000000,199.210007,199.210007,17636600
2021-11-29,201.869995,204.279999,195.330002,198.500000,198.500000,12276200
2021-11-30,196.020004,198.820007,193.850006,197.850006,197.850006,12638900
2021-12-01,200.809998,201.619995,188.000000,188.190002,188.190002,13268700
2021-12-02,196.800003,202.539993,192.410004,202.380005,202.380005,20435400
2021-12-03,198.699997,199.899994,195.419998,198.490005,198.490005,10727100
2021-12-06,199.770004,206.419998,199.199997,205.880005,205.880005,11587900
2021-12-07,207.059998,211.649994,206.380005,208.830002,208.830002,10387900
2021-12-08,209.179993,212.679993,207.710007,211.029999,211.029999,6986800
2021-12-09,207.529999,208.550003,205.199997,207.559998,207.559998,7011000
2021-12-10,208.809998,209.000000,203.479996,205.059998,205.059998,6029800
2021-12-13,202.500000,202.809998,195.550003,197.399994,197.399994,10619600
2021-12-14,195.600006,200.500000,195.179993,195.500000,195.500000,8445100
2021-12-15,195.279999,196.580002,190.320007,195.429993,195.429993,10535900
2021-12-16,197.000000,198.320007,190.440002,190.789993,190.789993,8216800
2021-12-17,190.270004,194.770004,187.880005,192.630005,192.630005,12618300
2021-12-20,188.110001,190.360001,185.259995,188.479996,188.479996,10256400
2021-12-21,190.279999,199.690002,190.039993,199.520004,199.520004,12082300
2021-12-22,199.460007,202.929993,197.940002,201.690002,201.690002,8145300
2021-12-23,202.130005,205.130005,201.320007,204.220001,204.220001,7415200
2021-12-27,201.990005,203.429993,199.100006,203.169998,203.169998,7818900
2021-12-28,202.229996,208.940002,201.649994,206.130005,206.130005,8879700
2021-12-29,205.360001,205.410004,202.600006,203.660004,203.660004,6119000
2021-12-30,203.000000,206.000000,202.600006,202.710007,202.710007,7012600
2021-12-31,202.199997,203.690002,200.029999,201.320007,201.320007,8053000
2022-01-03,204.000000,210.550003,203.339996,207.860001,207.860001,9060200
2022-01-04,211.300003,214.559998,209.779999,213.630005,213.630005,11414600
2022-01-05,216.639999,218.929993,211.809998,213.070007,213.070007,11564700
2022-01-06,214.639999,216.000000,207.860001,211.339996,211.339996,7142200
2022-01-07,212.979996,218.320007,212.380005,215.500000,215.500000,9518000
2022-01-10,214.259995,215.279999,207.130005,209.309998,209.309998,8229000
2022-01-11,209.000000,217.029999,208.410004,216.020004,216.020004,8098400
2022-01-12,217.089996,221.240005,216.300003,217.449997,217.449997,9134500
2022-01-13,222.250000,226.889999,220.050003,223.899994,223.899994,17628000
2022-01-14,222.160004,226.199997,220.250000,225.960007,225.960007,8039300
2022-01-18,224.500000,229.669998,224.259995,225.009995,225.009995,8930700
2022-01-19,225.100006,225.419998,216.940002,217.080002,217.080002,9382800
2022-01-20,217.380005,221.949997,213.419998,214.190002,214.190002,7636800
2022-01-21,213.789993,213.789993,204.570007,205.440002,205.440002,11548500
2022-01-24,199.850006,204.800003,192.509995,204.199997,204.199997,13796500
2022-01-25,200.100006,205.630005,197.550003,204.100006,204.100006,8824500
